parcel_id,zoning,lot_sqft
10373000185,1111,0
10373000190,1010,0
10373000205,5800,1528
10373000210,1110,0
10374050010,5000,102300
10374050020,5000,0
10375000010,6700,0
10383000170,1010,0
10383000180,1010,0
10383000182,5000,12171
10383000184,1110,1230
10383000185,1110,0
10383000190,6300,21000
10383000200,1126,0
10383000210,1120,0
10383000220,1120,0
10383000230,1140,0
10383000240,1120,0
10383000250,1110,0
10383000260,1122,0
10385000150,1110,0
10385000160,1110,0
10385000170,1110,0
10385000180,1185,2720
10385000190,1010,0
10386000010,1110,0
10386000020,1120,0
10386000025,1010,0
10386000026,1120,0
10386000030,1120,0
10386000035,1110,3404
10386000037,1110,3445
10386000042,1010,0
10386000070,1010,0
10390000093,0,2842
10390000097,0,2883
10390000105,1110,0
10390000115,1110,0
10390000121,1110,2800
10390000122,1110,3943
10390000180,1110,0
10390000190,1110,0
10390000200,1110,0
10390000210,1120,0
10390000220,1120,0
10390000281,1110,0
10390000282,1110,0
10390000283,1110,0
10395000095,1110,0
10395000100,1130,0
10395000110,1123,0
10395000120,1111,0
10395000130,1110,0
10395000140,1123,0
10395000150,1110,0
10395000155,1010,0
10395000170,1120,0
10395000180,1110,0
10395000190,1140,0
10395000200,1110,0
10395000210,1110,0
10403000014,0,0
10403000020,1010,0
10403000030,1010,0
10403000040,1010,0
10403000050,1010,0
10403000060,1010,0
10403000070,1010,0
10403000080,1010,0
10403000090,1010,0
10403000200,1110,0
10403000210,1110,0
10403000220,1110,0
10403000230,1110,0
10408000080,1126,0
10408000085,6700,0
10408000090,1110,0
10408000091,1110,0
10408000092,1110,0
10409000017,1110,0
10409000019,1110,0
10409000020,1140,0
10409000030,1120,0
10409000040,5000,5801
10409000041,5530,955
10409000045,1010,0
10409000050,1010,0
10409000060,1120,0
10419000020,4800,6985
10419000025,5000,10030
10419000027,5000,2550
10419000034,5000,77493
10419000035,3000,2222
10419000040,4800,7648
10419000050,5000,2386
10419000060,6700,7216
10419000320,5000,2748
10420000015,5000,83679
10420000025,5000,44997
10420000035,5000,16858
10421000010,5000,62770
10430000030,5000,51923
10430000040,5000,4748
10430000050,5000,17511
10430000060,5000,24655
10431050010,3000,27966
10431050020,5000,98184
10431050040,3000,35893
10431060010,5000,86859
10431060020,5000,19950
10431060030,3000,13547
10431060040,5000,12109
10431060060,3000,12153
10444050050,6700,27007
10444050063,5000,7492
10444050065,4110,0
10444050080,4800,12415
10444050090,4800,0
10444050100,4800,0
10444060005,5000,7100
10444060020,4800,5924
10444060070,4800,0
10444060080,4800,0
10445000011,4800,101495
10445000100,5000,43996
10446000010,5000,59045
10453000040,5000,3615
10453000050,5000,5663
10453000060,5000,12066
10453000075,5000,5358
10454000021,5000,2265
10454000075,5000,51096
10454000080,5000,18905
10454000090,5000,39291
10455000051,5000,38330
10455000075,5000,23435
10456000101,5000,1138005
10457000101,5000,30623
10464040105,1010,8948
10464040110,1010,30187
10464040121,1110,0
10464040122,1110,0
10464040123,1110,0
10464040124,1110,0
10464040125,1110,0
10464040130,1110,0
10464040140,1110,0
10464040150,1110,0
10464040160,1110,0
10464040171,1110,0
10464040172,1110,0
10464040173,1110,0
10465040170,6399,10504
10465040180,5000,6000
10466030010,1111,0
10466030020,1110,0
10466030030,1110,0
10466030040,1110,0
10466030050,1110,0
10466030060,1110,0
10466030070,1120,0
10466030080,1110,0
10466030090,1010,0
10466030100,1010,0
10466030120,1110,0
10467030130,1110,0
10467030140,1120,0
10467030155,1110,0
10467030161,1110,0
10467030170,1110,0
10467030185,1110,0
10467030200,1110,0
10467030220,1110,0
10467030230,1110,0
10467030240,1110,0
10467030250,1110,0
10467030260,1010,0
10467030270,1110,0
10475000142,1010,0
10475000143,1110,0
10475000144,1010,0
10475000145,1010,0
10475000146,1110,0
10475000147,1010,0
10475000148,1010,0
10475000149,1010,0
10475000151,1110,0
10475000152,1110,0
10475000153,1110,0
10475000154,1010,0
10475000155,1010,0
10482030081,1110,0
10482030082,1110,0
10482030090,1120,0
10482030105,1010,0
10482030110,1110,0
10482030150,5000,20250
10482030170,5000,3266
10482030180,5000,2955
10482030190,5000,3233
10482030200,5000,3238
